_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p_S_,Fpeak,Fint,Rms,Maj,Min,PA,c1,NAME,RA,DEC,APP_MAG,APP_MAG_FLAG,REDSHIFT_FLAG,REDSHIFT,OBJECT_TYPE,LII,BII,POSITION_FLAG,RADIO_DETECT,FLUX_6_CM,REF_FLUX_6_CM,FLUX_20_CM,REF_FLUX_20_CM,BV_COLOR,UB_COLOR,ABS_MAG,REF_CHART,REF_APP_MAG,REF_REDSHIFT,BROAD_TYPE,CLASS,plate,ifudsgn,plateifu,mangaid,versdrp2,versdrp3,verscore,versutil,versprim,platetyp,srvymode,objra,objdec,ifuglon,ifuglat,ifura,ifudec,ebvgal,nexp,exptime,drp3qual,bluesn2,redsn2,harname,frlplug,cartid,designid,cenra,cendec,airmsmin,airmsmed,airmsmax,seemin,seemed,seemax,transmin,transmed,transmax,mjdmin,mjdmed,mjdmax,gfwhm,rfwhm,ifwhm,zfwhm,mngtarg1,mngtarg2,mngtarg3,catidnum,plttarg,manga_tileid,nsa_iauname,ifudesignsize,ifutargetsize,ifudesignwrongsize,z,zmin,zmax,szmin,szmax,ezmin,ezmax,probs,pweight,psweight,psrweight,sweight,srweight,eweight,esweight,esrweight,nsa_field,nsa_run,nsa_camcol,nsa_version,nsa_nsaid,nsa_nsaid_v1b,nsa_z,nsa_zdist,nsa_sersic_absmag,nsa_elpetro_absmag,nsa_elpetro_amivar,nsa_sersic_mass,nsa_elpetro_mass,nsa_elpetro_ba,nsa_elpetro_phi,nsa_extinction,nsa_elpetro_th50_r,nsa_petro_th50,nsa_petro_flux,nsa_petro_flux_ivar,nsa_elpetro_flux,nsa_elpetro_flux_ivar,nsa_sersic_ba,nsa_sersic_n,nsa_sersic_phi,nsa_sersic_th50,nsa_sersic_flux,nsa_sersic_flux_ivar
223.86746,32.84006,J145528.1+325024,FITS,14 55 28.190,+32 50 24.22,0.014,3.28,4.07,0.121,3.54,1.44,95.5,g,SDSS J14554+3250,223.8675,32.84,18.02,V,,0.06,S2,52.5494,62.6451,O,N,0.0,0,0.0,0,0.68,0.24,-18.3,0,50,50,AGN,"  SEYFERT TYPE 2",9024,12705,9024-12705,1-314409,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,223.867459205,32.8400281225,52.5492542493,62.6452015283,223.86746,32.840028,0.0200514,9,8100.69,0,22.7239,48.2856,ma091,36,4,9617,222.87384,33.784515,1.04069,1.07251,1.09995,0.974953,1.01982,1.1594,0.812913,0.840565,0.854667,57833,57837,57839,2.38646,2.38288,2.38503,2.38775,4160,0,0,1,plateTargets-1.par,6004,J145528.18+325024.0,127,127,0,0.0601609,0.0319596,0.0549147,0.0796785,0.0879776,0.0288955,0.0609205,0.67973,-999.0,-999.0,-999.0,-999.0,-999.0,0.0983813,0.0586462,0.061779,587,3900,3,v1_0_1,332736,-999,0.0601609,0.0603353,"(-20.3752, -20.8454, -22.2396, -23.5392, -24.2207, -24.6107, -24.6571)","(-18.3464, -18.8616, -20.0631, -21.2026, -21.7414, -21.969, -22.194)","(35.8069, 295.558, 319.061, 2268.19, 2435.46, 2393.33, 937.979)",5.06441E11,4.94605E10,0.826747,53.7975,"(0.167965, 0.165736, 0.104446, 0.0768507, 0.0557385, 0.0422648, 0.0299663)",8.71319,8.72055,"(53.0051, 77.8483, 236.758, 801.941, 1386.7, 1921.38, 2185.61)","(0.0147403, 0.0989816, 0.0308901, 0.0498801, 0.0668691, 0.0236518, 0.0014234)","(53.6405, 81.2132, 233.051, 733.708, 1270.76, 1701.29, 2123.38)","(0.0155615, 0.100217, 0.0342235, 0.0535671, 0.0688657, 0.0228457, 0.00157386)",0.486292,4.29392,56.5191,159.758,"(349.718, 521.075, 1594.55, 6219.16, 11924.6, 19557.7, 19996.6)","(9.63308E-4, 0.00315622, 2.05171E-9, 2.1423E-5, 0.00165892, 3.26267E-4, 1.09359E-5)"
137.1602,32.592907,J090838.4+323534,FITS,09 08 38.448,+32 35 34.47,0.014,2.49,2.6,0.135,1.93,0.0,0.6,g,SDSS J09086+3235,137.16,32.5928,16.06,V,,0.014,S1,192.2382,41.9266,O,N,0.0,0,0.0,0,1.18,0.36,-16.6,0,50,50,AGN,"  SEYFERT TYPE 1",10500,12703,10500-12703,1-300461,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,137.160232544,32.5929527283,192.238142252,41.9269024509,137.16023,32.592953,0.0194648,9,8100.7,0,21.5553,41.8021,ma174,31,3,11032,136.44801,31.446367,1.00558,1.04246,1.11937,1.09647,1.30028,1.43038,0.860812,0.935223,0.960922,58540,58542,58542,2.47176,2.44692,2.44695,2.44734,0,0,4,1,plateTargets-1.par,6685,J090838.45+323534.6,127,-999,0,0.0142289,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,44,3704,6,v1_0_1,317903,-999,0.0142289,0.0154942,"(-12.9715, -14.4845, -17.399, -19.1894, -20.0578, -20.4047, -20.7437)","(-12.9264, -14.43, -17.4404, -19.1024, -19.8761, -20.249, -20.4987)","(2.04396, 136.97, 379.976, 2495.37, 2497.26, 2496.92, 1108.78)",1.4861E10,1.29271E10,0.483755,32.127,"(0.15751, 0.15542, 0.097945, 0.072067, 0.052269, 0.039634, 0.028101)",5.48554,3.92898,"(5.02802, 19.4735, 365.169, 1723.89, 3656.63, 5318.66, 6843.37)","(0.0755982, 0.502701, 0.0541724, 0.473418, 0.178595, 0.0756401, 0.0114166)","(5.80559, 21.6617, 363.797, 1805.79, 3835.75, 5565.0, 7199.47)","(0.0717218, 0.440678, 0.0676075, 0.487591, 0.182599, 0.0770801, 0.0120108)",0.236306,3.32321,32.1089,7.85201,"(5.98646, 23.0186, 347.236, 1954.15, 4512.36, 6404.61, 8982.18)","(0.191156, 0.364327, 0.333176, 0.209155, 0.0496397, 0.0225106, 0.00656778)"
260.66656,30.881374,J172239.9+305252,FITS,17 22 39.972,+30 52 52.95,0.014,6.75,7.07,0.14,1.64,0.45,36.1,g,MARK  506,260.6667,30.8811,14.68,V,,0.043,S1.5,54.1788,31.5035,O,Y,20.0,215,7.0,2530,0.74,-0.55,-20.9,1191,1211,1703,AGN,SEYFERT TYPE 1.5,9186,9101,9186-9101,1-547548,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,260.66638186,30.8812701774,54.1788414105,31.5038992047,260.66638,30.88127,0.0302369,12,10800.7,0,23.9756,55.8425,ma116,26,5,9747,259.2446,30.369093,1.04719,1.10974,1.20816,1.15206,1.31609,1.38172,0.777321,0.814767,0.931356,57933,57934,58007,2.50912,2.44927,2.42678,2.41947,1040,0,0,1,plateTargets-1.par,6868,J172239.93+305252.6,91,91,0,0.0431087,0.0331499,0.0585417,0.0846481,0.0936152,0.0289522,0.0627317,0.67973,0.120821,0.0600774,0.0641252,-999.0,-999.0,0.0893719,0.0511308,0.0540337,170,2207,4,v1_0_1,579004,-999,0.0431087,0.0435926,"(-20.0403, -20.5675, -21.2165, -21.7244, -22.2336, -22.5732, -22.7965)","(-18.8116, -19.5624, -19.9678, -21.0357, -21.7022, -22.0676, -22.3162)","(50.139, 609.337, 363.848, 2465.53, 2432.24, 2478.16, 1074.02)",6.20411E10,5.69884E10,0.784493,115.869,"(0.250875, 0.247546, 0.156002, 0.114785, 0.0832517, 0.0631272, 0.044758)",7.61411,6.94089,"(139.181, 282.436, 439.39, 1237.33, 2338.02, 3513.4, 4407.18)","(0.00280019, 0.339274, 0.0248189, 0.0765295, 0.0156117, 0.0243924, 0.00177998)","(152.462, 298.132, 422.398, 1221.78, 2319.06, 3477.34, 4471.01)","(0.00276451, 0.322468, 0.0265982, 0.141208, 0.0196702, 0.0276553, 0.00189736)",0.762479,3.79252,114.525,12.679,"(467.127, 737.49, 1361.67, 2403.62, 3839.14, 5575.66, 6964.46)","(0.00108477, 0.0436225, 0.0250893, 0.0522395, 0.0085528, 0.0140929, 0.00295893)"
130.0095,29.816803,J084002.2+294900,FITS,08 40 02.282,+29 49 00.49,0.014,41.55,75.05,0.153,7.9,1.08,25.9,g,4C 29.30,130.0096,29.8178,19.62,V,,0.064,S2,194.1853,35.3866,O,Y,280.0,459,383.0,483,0.38,-0.15,-17.2,459,1895,301,AGN,"  SEYFERT TYPE 2",11747,12703,11747-12703,1-230867,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,130.009842616,29.8174476442,194.185910918,35.3868307126,130.00984,29.817448,0.0557914,12,10801.0,4096,26.2631,58.1925,ma174-ma142,31,3-6,12034,129.70432,28.435732,1.00399,1.06668,1.2086,1.33881,1.44281,2.03023,0.846159,0.893936,0.923417,58823,58874,58874,2.52132,2.48957,2.48534,2.48629,1040,0,0,1,plateTargets-1.par,6680,J084002.36+294902.6,127,127,0,0.06484028,0.04572393,0.08538151,0.122116566,0.1361834,0.03870084,0.09431309,0.67973006,0.03852784,0.019102449,0.020379307,-999.0,-999.0,0.026133804,0.01546583,0.016292287,146,3605,3,v1_0_1,244534,-999,0.06484028,0.06477959,"(-17.301096, -18.004257, -20.09482, -21.590755, -22.316832, -22.716515, -22.975437)","(-17.424007, -17.804173, -19.98687, -21.525536, -22.182755, -22.557789, -22.751268)","(409.40118, 504.35086, 290.1185, 2355.4016, 2417.831, 2387.0105, 1069.2942)",1.1161043E11,1.045278E11,0.8688978,53.1913,"(0.46002215, 0.45391813, 0.2860572, 0.21047817, 0.15265632, 0.11575467, 0.082071505)",9.142847,8.957146,"(10.770795, 19.450943, 182.90823, 725.84607, 1544.2405, 2330.8887, 2855.6167)","(5.263292, 7.187914, 0.049741533, 0.09406289, 0.038628206, 0.0058621727, 0.0035329552)","(15.795121, 19.943924, 146.10887, 701.29504, 1482.4172, 2287.6658, 2868.0588)","(5.607713, 7.7431283, 0.05831854, 0.097609006, 0.039460685, 0.011896542, 0.0040716967)",0.8144047,1.9559779,51.441986,10.491257,"(13.388291, 23.721819, 157.69138, 750.30554, 1637.7451, 2641.4856, 3454.4424)","(4.735806, 8.669083, 0.27044976, 0.4897734, 0.24568824, 0.102935836, 0.013089412)"
242.0881,28.478767,J160821.1+282843,FITS,16 08 21.146,+28 28 43.56,0.014,73.9,78.16,0.145,1.7,0.73,161.8,g,IC 4590,242.0883,28.4786,14.9,V,,0.05,S,46.6607,46.7438,O,Y,108.0,883,189.0,2526,0.71,0.63,-21.1,0,2701,1609,AGN,"         SEYFERT",9093,12703,9093-12703,1-296766,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,242.088120739,28.4786834721,46.6606195982,46.7440928636,242.08812,28.478683,0.0474305,9,8100.6,0,21.6768,45.9162,ma157,31,4,9683,240.94551,28.497448,1.05042,1.12769,1.19975,1.42434,1.53427,1.71699,0.789236,0.899833,0.92777,58602,58604,58609,2.43518,2.41546,2.40779,2.39002,1040,0,0,1,plateTargets-1.par,7471,J160821.32+282827.2,127,169,0,0.0501824,0.0366711,0.0678159,0.0974567,0.108162,0.0366711,0.0678159,0.67973,0.076079,0.0380872,0.040635,-999.0,-999.0,0.0761669,0.0381092,0.0406601,48,3997,3,v1_0_1,313973,-999,0.0501824,0.0504579,"(-16.1356, -16.9517, -19.8135, -21.53, -22.3205, -22.728, -22.9896)","(-15.8533, -16.3851, -19.5699, -21.1473, -21.8891, -22.2741, -22.5077)","(0.0977315, 2.23753, 223.577, 2471.97, 2457.67, 2115.34, 452.924)",1.23713E11,8.26832E10,0.64574,167.878,"(0.391914, 0.386714, 0.243705, 0.179316, 0.130055, 0.0986167, 0.0699205)",10.3599,9.44872,"(6.17891, 10.162, 249.294, 950.896, 2094.99, 3200.32, 4025.2)","(0.00235308, 0.0298644, 0.00985478, 0.266937, 0.0188745, 0.00128251, 4.95338E-5)","(6.11511, 8.27948, 182.347, 882.293, 1975.57, 2983.21, 3894.94)","(0.00308136, 0.0386162, 0.0179715, 0.333848, 0.0438446, 0.00182104, 5.94131E-5)",0.694334,5.53158,167.029,19.9869,"(8.26798, 14.3846, 223.683, 1249.25, 2902.16, 4510.77, 6009.56)","(0.0084666, 0.0692813, 0.200031, 0.305049, 0.0869039, 0.0270714, 0.00541614)"
203.05696,26.949923,J133213.6+265659,FITS,13 32 13.672,+26 56 59.72,0.014,5.45,6.05,0.142,2.02,1.52,58.2,g,MARK  661,203.0571,26.95,16.5,V,,0.035,S2,34.1334,80.9178,O,Y,0.0,0,6.0,2530,0.0,0.0,-19.4,1457,0,1476,AGN,"  SEYFERT TYPE 2",8982,6104,8982-6104,1-626502,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,203.057062619,26.9499810568,34.132576764,80.9178463085,203.05706,26.949981,0.0107811,9,8100.63,0,20.5682,42.966,ma164,30,6,9577,202.5307,26.68099,1.05289,1.11915,1.20029,1.25376,1.31003,1.84252,0.807626,0.821312,0.859142,57536,57536,57544,2.51794,2.45992,2.43004,2.41061,4288,0,0,1,plateTargets-1.par,6469,J133213.40+265657.0,61,61,0,0.0352905,0.0247898,0.0328257,0.0493169,0.0539627,0.0219519,0.0365118,0.67973,-999.0,-999.0,-999.0,-999.0,-999.0,0.512571,0.288958,0.305703,323,5087,5,v1_0_1,676045,-999,0.0352905,0.0352196,"(-15.3603, -16.3458, -18.2515, -19.7167, -20.4411, -20.805, -21.0993)","(-15.331, -16.5799, -18.325, -19.7328, -20.3966, -20.7152, -20.9612)","(2.13922, 91.4954, 287.44, 2444.59, 2459.06, 2440.33, 1026.75)",1.93644E10,1.66795E10,0.548113,163.389,"(0.0893916, 0.0882054, 0.0555867, 0.0409001, 0.0296642, 0.0224935, 0.0159481)",6.22513,5.054,"(7.20368, 18.5114, 170.115, 620.058, 1162.57, 1643.96, 2095.14)","(0.0219009, 0.119416, 0.040384, 0.300834, 0.113902, 0.0386409, 0.00100711)","(10.2969, 31.9637, 150.479, 609.263, 1152.29, 1627.18, 2077.24)","(0.0238662, 0.123674, 0.0531765, 0.350266, 0.133328, 0.0455252, 0.00369461)",0.441723,1.51644,163.812,6.93463,"(10.6482, 25.4863, 141.262, 594.492, 1202.4, 1751.9, 2346.2)","(0.0773904, 0.181668, 0.339179, 0.572181, 0.212928, 0.0920912, 0.0153756)"
120.08742,26.61341,J080020.9+263648,FITS,08 00 20.980,+26 36 48.28,0.016,1.81,3.13,0.142,5.76,3.4,106.1,g,UGC  4155,120.0875,26.6136,16.36,V,,0.025,S1,194.9024,26.0995,O,Y,0.0,0,3.0,2530,0.69,0.46,-18.1,575,50,576,AGN,"  SEYFERT TYPE 1",8940,12702,8940-12702,1-163966,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,120.087417603,26.613527298,194.902527277,26.0995055638,120.08742,26.613527,0.0403263,33,29702.5,4096,69.2431,141.696,ma134-ma026,25,6-2,9562,121.20298,25.746223,1.00616,1.0604,1.16099,0.999951,1.49934,2.02756,0.79373,0.860537,0.900306,57724,58839,58849,2.60943,2.55851,2.56822,2.57417,0,0,2,1,plateTargets-1.par,6665,J080020.98+263648.8,127,-999,0,0.0267379,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73,2888,3,v1_0_1,173375,-999,0.0267379,0.0266844,"(-16.6192, -17.4671, -19.3063, -20.8236, -21.5339, -21.8874, -22.1362)","(-16.937, -17.5863, -19.3576, -20.7238, -21.337, -21.6694, -21.8602)","(54.3654, 374.32, 286.459, 2475.29, 2492.06, 2489.08, 1094.91)",5.06879E10,4.41104E10,0.734859,114.25,"(0.333687, 0.329259, 0.207498, 0.152675, 0.110732, 0.0839651, 0.0595323)",7.55112,6.8057,"(65.4723, 111.288, 661.844, 2453.34, 4628.1, 6687.56, 7956.89)","(0.0166372, 0.0869877, 0.00420133, 0.0505935, 0.0459667, 0.0132789, 0.00129704)","(65.54, 114.706, 627.739, 2443.68, 4611.97, 6538.64, 8138.7)","(0.0163411, 0.083615, 0.00301899, 0.0494276, 0.0435076, 0.0157084, 0.00133636)",0.632341,3.25205,114.822,9.81545,"(48.5902, 104.395, 580.581, 2675.57, 5429.1, 7970.21, 10391.3)","(0.0445044, 0.0675354, 0.0589265, 0.0582164, 0.0169468, 0.00787836, 0.00196748)"
243.55501,26.07113,J161413.2+260416,FITS,16 14 13.203,+26 04 16.07,0.014,17.69,17.75,0.143,0.89,0.0,89.8,g,TON  256,243.555,26.0711,16.5,V,,0.131,S1.5,43.6602,44.9745,O,Y,5.0,1198,18.0,2530,0.28,-0.77,-22.0,278,2067,1245,AGN,SEYFERT TYPE 1.5,9046,1902,9046-1902,1-265495,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,243.555035493,26.0711755572,43.6602107655,44.9745435886,243.55504,26.071176,0.0549044,15,13501.2,1073742080,26.1782,58.0711,ma061,35,3,9639,244.67696,25.570791,1.00694,1.01633,1.10635,1.25472,1.45561,2.06977,0.450903,0.820174,0.886021,58226,58230,58231,2.50979,2.45128,2.42022,2.40435,2048,0,0,1,plateTargets-1.par,7561,J161413.20+260416.3,19,7,0,0.130949,0.0491301,0.0906394,0.129593,0.144677,0.0442157,0.120675,0.673896,-999.0,0.0160368,0.0171532,0.0316637,0.036333,-999.0,0.00892474,0.00926017,109,3927,4,v1_0_1,280918,-999,0.130949,0.131206,"(-21.0159, -21.7931, -22.3481, -22.4529, -22.627, -22.8187, -22.5598)","(-21.027, -21.7981, -22.1334, -22.2108, -22.4373, -22.6256, -22.5047)","(96.1753, 504.389, 396.315, 2462.34, 2458.77, 2457.98, 1076.1)",2.07602E10,2.83734E10,0.962636,126.472,"(0.457515, 0.451444, 0.284498, 0.209331, 0.151824, 0.115124, 0.0816242)",0.71292,0.826724,"(53.5443, 91.5307, 281.324, 318.389, 395.722, 653.817, 510.68)","(0.0396782, 0.343953, 0.585282, 1.79339, 1.09789, 0.394973, 0.135195)","(107.345, 210.284, 281.64, 334.086, 417.249, 700.33, 524.341)","(0.0116284, 0.0696776, 0.639388, 1.72659, 1.00958, 0.351445, 0.146449)",0.305867,5.9962,15.9827,0.266091,"(105.754, 207.987, 331.837, 411.629, 500.147, 874.59, 576.955)","(0.0122913, 0.0929167, 0.33699, 0.678673, 0.312964, 0.0949497, 0.115627)"
129.54562,24.895239,J083810.9+245342,FITS,08 38 10.951,+24 53 42.86,0.014,62.86,65.31,0.145,1.28,0.79,172.8,g,MARK 1218,129.5462,24.8958,14.12,V,,0.028,S1.8,199.8116,33.6775,O,Y,15.0,1308,65.0,2530,0.89,-0.11,-20.4,1191,1658,1713,AGN,"  SEYFERT TYPE 2",9502,12703,9502-12703,1-385099,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,129.545574407,24.8952945876,199.812116775,33.6767998018,129.54557,24.895295,0.0418537,9,8100.77,0,20.9452,35.3746,ma143,31,5,10051,128.07596,24.55591,1.00961,1.01234,1.02565,1.10023,1.31742,1.57693,0.787528,0.876554,0.885094,57838,57839,57839,2.49461,2.45785,2.4557,2.45754,4160,0,0,1,plateTargets-1.par,6661,J083810.94+245342.9,127,127,0,0.0286559,0.0298703,0.047925,0.0701538,0.0771939,0.0196948,0.0609803,0.67973,-999.0,-999.0,-999.0,-999.0,-999.0,0.0905268,0.0640849,0.0665246,125,4469,2,v1_0_1,407526,-999,0.0286559,0.0285153,"(-16.8147, -17.4749, -19.7036, -21.1028, -21.7589, -22.128, -22.3851)","(-16.3719, -17.1371, -19.2943, -20.7178, -21.3743, -21.735, -21.9704)","(362.034, 551.612, 363.637, 2491.27, 2490.06, 2430.54, 1034.25)",7.18453E10,4.94926E10,0.844699,16.0998,"(0.350177, 0.345531, 0.217752, 0.16022, 0.116205, 0.0881145, 0.0624743)",9.00657,8.45567,"(32.2248, 62.7237, 563.068, 2122.98, 4209.17, 6214.66, 7869.23)","(0.893615, 1.35285, 0.0175586, 0.18291, 0.0445355, 0.00229229, 3.26849E-4)","(33.7814, 64.5581, 507.174, 2084.16, 4132.69, 6024.17, 7828.88)","(0.888841, 1.32873, 0.0183318, 0.193539, 0.0432201, 0.00284167, 2.87562E-4)",0.806782,4.38281,4.52518,14.9285,"(51.0986, 88.485, 738.897, 2967.9, 5886.35, 8648.81, 11467.4)","(0.31683, 0.531229, 0.0397507, 0.0659832, 0.015064, 0.01281, 0.0025478)"
247.47038,24.444006,J162952.8+242638,FITS,16 29 52.891,+24 26 38.42,0.014,18.94,20.73,0.153,1.67,1.65,90.0,g,MARK  883,247.47,24.4442,14.43,V,,0.038,S1.9,42.7083,41.1406,O,Y,18.0,215,21.0,2530,0.97,-0.18,-20.6,1459,1658,1713,AGN,"  SEYFERT TYPE 2",9892,6102,9892-6102,1-295411,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,247.470397036,24.4440153643,42.7081280718,41.1403474675,247.4704,24.444015,0.0467549,9,8100.76,0,19.1901,46.9749,ma096,24,4,10441,247.51375,23.926899,1.01086,1.01839,1.08609,1.03866,1.44065,1.63577,0.67514,0.75929,0.82318,58255,58256,58256,2.48151,2.4783,2.46884,2.45664,1552,0,0,1,plateTargets-1.par,7581,J162952.88+242638.4,61,91,61,0.0378706,0.0285654,0.0433582,0.0639487,0.070197,0.0274615,0.0461857,0.67973,0.337219,0.15773,0.169025,-999.0,-999.0,0.252874,0.136443,0.144814,24,4003,3,v1_0_1,312520,-999,0.0378706,0.0381453,"(-18.499, -19.1287, -20.3043, -21.0796, -21.5131, -21.8695, -22.1125)","(-17.7282, -18.2726, -19.5692, -20.6575, -21.2149, -21.5341, -21.7961)","(13.4569, 422.241, 324.883, 2085.85, 2455.0, 2432.6, 1023.39)",2.95001E10,2.68443E10,0.856034,49.5314,"(0.389782, 0.38461, 0.242379, 0.17834, 0.129347, 0.0980802, 0.0695401)",7.09529,6.96329,"(57.1961, 94.3835, 339.788, 1092.89, 1890.66, 2810.17, 3466.6)","(0.00457774, 0.163867, 0.0176925, 0.0117086, 0.0473676, 0.00793925, 0.0012093)","(60.6138, 99.0295, 341.934, 1090.9, 1872.24, 2751.81, 3593.17)","(0.00441269, 0.156451, 0.0174427, 0.0124724, 0.0458719, 0.014046, 0.00118362)",0.842972,5.93007,36.6524,12.5425,"(123.661, 216.059, 700.057, 1639.82, 2534.05, 3725.47, 4819.48)","(0.00659757, 0.0365093, 0.030538, 0.0504856, 0.0273644, 0.0122326, 0.00298276)"
247.81471,23.882866,J163115.5+235258,FITS,16 31 15.532,+23 52 58.32,0.014,3.68,4.47,0.146,3.68,0.54,160.8,g,RXS J16313+2352,247.815,23.8828,18.13,V,,0.059,S?,42.1071,40.6848,O,Y,0.0,0,4.0,2530,0.63,0.36,-18.3,0,13,305,AGN,"         SEYFERT",9892,12702,9892-12702,1-295059,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,247.814684193,23.8826354138,42.1066549892,40.6851404867,247.81468,23.882635,0.0528502,9,8100.76,0,19.1901,46.9749,ma145,25,4,10441,247.51375,23.926899,1.01248,1.02063,1.09047,1.03866,1.44065,1.63577,0.67514,0.75929,0.82318,58255,58256,58256,2.44536,2.44373,2.43435,2.41587,2080,0,0,1,plateTargets-1.par,7581,J163115.52+235257.5,127,127,0,0.0591817,0.0263953,0.0365338,0.054594,0.0597461,0.0199618,0.0419719,0.637112,-999.0,0.284239,0.309809,0.509342,0.59775,-999.0,0.187523,0.198322,94,3997,2,v1_0_1,312146,-999,0.0591817,0.0594524,"(-16.8314, -17.3154, -19.0278, -20.3714, -21.0622, -21.4161, -21.6569)","(-16.5446, -16.7231, -18.7744, -20.1033, -20.7722, -21.0961, -21.301)","(0.308522, 30.4463, 86.4556, 1752.5, 2031.58, 2298.13, 48.7904)",2.7292E10,2.41887E10,0.613936,16.1354,"(0.438683, 0.432862, 0.272788, 0.200715, 0.145575, 0.110385, 0.0782645)",5.57644,4.69165,"(4.87708, 7.82441, 75.9759, 240.13, 483.037, 748.625, 881.843)","(0.00692478, 0.532114, 0.0333113, 0.109534, 0.0521567, 0.0603107, 7.01663E-5)","(7.07002, 8.41691, 59.3635, 237.823, 484.589, 720.962, 899.33)","(0.00727961, 0.532557, 0.0368946, 0.12216, 0.0544306, 0.064547, 7.43784E-5)",0.503802,4.87687,20.4293,8.94579,"(9.57091, 15.3896, 71.9126, 309.623, 608.069, 980.532, 1220.24)","(0.0284143, 0.511496, 0.283284, 0.281205, 0.229584, 0.122489, 4.6751E-4)"
119.972725,23.390076,J075953.4+232324,FITS,07 59 53.454,+23 23 24.27,0.014,7.51,18.01,0.131,7.3,5.49,0.2,g,MCG +04.19.017,119.9729,23.39,14.02,V,,0.029,S2,198.2298,24.9224,O,N,0.0,0,0.0,0,0.65,0.84,-20.7,0,2701,171,AGN,"  SEYFERT TYPE 2",9503,12701,9503-12701,1-229731,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,119.972831726,23.390083313,198.229725503,24.922422925,119.97283,23.390083,0.0596207,12,10801.0,0,24.4825,41.17,ma087,22,4,10052,120.8804,23.915602,1.01359,1.04839,1.20676,1.22172,1.35212,1.60457,0.900998,0.925851,0.932309,58079,58079,58079,2.48481,2.47383,2.45301,2.43712,0,0,2,1,plateTargets-1.par,6664,J075953.48+232324.2,127,-999,0,0.029143,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,72,3605,4,v1_0_1,243316,-999,0.029143,0.0290381,"(-16.9512, -17.6768, -19.2476, -20.6675, -21.439, -21.8183, -22.1615)","(-16.9971, -17.7353, -19.3034, -20.6643, -21.3716, -21.7276, -22.0022)","(0.0, 0.0, 353.25, 2470.54, 2495.24, 2491.92, 1102.38)",4.51254E10,4.16522E10,0.572865,9.92633,"(0.494319, 0.487759, 0.307384, 0.22617, 0.164037, 0.124385, 0.0881902)",8.44244,6.8057,"(0.0, 0.0, 465.798, 1847.98, 3754.1, 5621.37, 7538.31)","(0.0, 0.0, 0.0135999, 0.0500754, 0.0964805, 0.0240978, 0.00241787)","(0.0, 0.0, 444.618, 1818.26, 3724.04, 5566.14, 7494.54)","(0.0, 0.0, 0.0180233, 0.0747603, 0.111331, 0.029346, 0.00294327)",0.503478,1.64718,10.3194,9.41727,"(0.0, 0.0, 416.878, 1818.89, 3924.05, 6021.3, 8616.98)","(0.206212, 0.206212, 0.157185, 0.331595, 0.116091, 0.0484329, 0.00706203)"
