_RAJ2000_1,_DEJ2000_1,Source,RAJ2000_1,DEJ2000_1,Link,Speak,e_Speak,SpeakTot,e_SpeakTot,Maj,Min,e_Min,DCMaj,DCMin,PA,e_PA,DCPA,Islrms,SCode,Mosaic,Npoint,MaskFract,_RAJ2000_2,_DEJ2000_2,ID,RAJ2000_2,DEJ2000_2,z,IR,WISE,logLIR,e_logLIR,Xray,BAT,logLX,Rad,NVSS,FIRST,Class,logLRad,e_logLRad,Broad,logLBr,e_logLBr,DR15,Sloan,Simbad,NED,recno,Separation
173.49663,49.06284,ILTJ113359.19+490346.2,173.49663,49.06284,https://vo.astron.nl/getproduct/LoTSS-DR2/P14Hetdex04,251.902,2.072,612.735,12.921,12.35,9.06,0.08,10.79,6.79,173.42,1.48,173.42,2.072,M,P14Hetdex04,4,1,173.49678,49.062027,8990-12702 ,173.49678,49.062027,0.031962,0,1,0,0,0,0,0,1,1,1,LERG,45.813118,46.96649,0,0,0,1,Sloan,Simbad,NED,252,2.947171318
122.92212,36.11883,ILTJ081141.31+360707.7,122.92212,36.11883,https://vo.astron.nl/getproduct/LoTSS-DR2/P122+37    ,20.22,0.218,119.892,2.704,58.23,10.8,0.25,57.92,8.98,10.53,1.93,10.53,0.218,M,P122+37    ,3,1,122.92139,36.115776,10214-3703 ,122.92139,36.115776,0.086549,0,1,0,0,0,0,0,1,1,1,LERG,45.51227,46.662697,0,0,0,0,Sloan,Simbad,NED,1,11.20437981
121.77977,36.23357,ILTJ080707.14+361400.8,121.77977,36.23357,https://vo.astron.nl/getproduct/LoTSS-DR2/P122+37    ,3.714,0.075,25.701,0.644,17.64,12.01,0.21,16.58,10.4,26.66,2.7,26.66,0.075,M,P122+37    ,4,1,121.77994,36.23348,9485-12705 ,121.77994,36.23348,0.032605,1,1,44.76705,43.82293,0,0,0,0,1,0,,0,0,0,0,0,1,Sloan,Simbad,NED,353,0.588373727
214.46501,43.4182,ILTJ141751.60+432505.5,214.46501,43.4182,https://vo.astron.nl/getproduct/LoTSS-DR2/P214+45    ,8.561,0.115,27.682,0.594,16.76,7.05,0.07,15.65,3.7,79.14,1.02,79.14,0.115,M,P214+45    ,3,1,214.46466,43.41824,8333-6103  ,214.46466,43.41824,0.107349,0,1,0,0,0,0,0,1,1,1,LERG,45.01445,46.159958,0,0,0,1,Sloan,Simbad,NED,110,0.927916911
232.54982,29.01403,ILTJ153011.96+290050.5,232.54982,29.01403,https://vo.astron.nl/getproduct/LoTSS-DR2/P231+30    ,4.432,0.402,208.026,7.932,211.73,28.28,3.65,211.64,27.64,61.18,10.63,61.18,0.402,M,P231+30    ,2,1,232.54283,29.008396,9042-3702  ,232.54283,29.008396,0.084536,0,1,0,0,0,0,0,1,0,1,LERG,46.204098,47.361267,0,0,0,1,Sloan,Simbad,NED,300,29.9249779
232.41911,30.48594,ILTJ152940.59+302909.4,232.41911,30.48594,https://vo.astron.nl/getproduct/LoTSS-DR2/P231+30    ,2.24,0.092,2.923,0.192,7.06,6.65,0.27,3.72,2.88,115.01,29.66,115.01,0.088,S,P231+30    ,3,1,232.41911,30.485918,9890-1901  ,232.41911,30.485918,0.0364,1,1,44.5603,43.616177,0,0,0,0,0,0,,0,0,1,45.035957,5.759114,0,Sloan,Simbad,NED,400,0.082397461
231.27394,29.67022,ILTJ152505.75+294012.8,231.27394,29.67022,https://vo.astron.nl/getproduct/LoTSS-DR2/P231+30    ,11.207,0.701,15.515,1.518,7.35,6.79,0.41,4.24,3.17,44.78,33.49,44.78,0.66,S,P231+30    ,4,1,231.27393,29.67017,9043-12703 ,231.27393,29.67017,0.111905,0,1,0,0,0,0,0,1,0,1,LERG,45.99484,47.14998,0,0,0,1,Sloan,Simbad,NED,301,0.184797978
230.90698,28.64348,ILTJ152337.67+283836.5,230.90698,28.64348,https://vo.astron.nl/getproduct/LoTSS-DR2/P231+30    ,31.082,0.297,112.088,2.899,40.99,13.36,0.57,40.55,11.94,78.08,3.89,78.08,0.297,M,P231+30    ,2,1,230.90317,28.643074,9043-3704  ,230.90317,28.643074,0.084396,0,1,0,0,0,0,0,1,1,1,LERG,45.613033,46.764446,0,0,0,1,Sloan,Simbad,NED,302,12.14070924
230.86131,31.06628,ILTJ152326.72+310358.6,230.86131,31.06628,https://vo.astron.nl/getproduct/LoTSS-DR2/P231+30    ,5.903,0.11,8.333,0.332,10.15,5.63,0.09,8.18,0,73.41,1.87,73.41,0.11,M,P231+30    ,3,1,230.86163,31.066267,9044-3704  ,230.86163,31.066267,0.075025,0,1,0,0,0,0,0,1,1,1,LERG,44.886475,46.030712,0,0,0,1,Sloan,Simbad,NED,304,0.989278181
206.19838,31.61595,ILTJ134447.61+313657.4,206.19838,31.61595,https://vo.astron.nl/getproduct/LoTSS-DR2/P207+32    ,6.069,0.097,15.231,0.535,10.58,8.05,0.12,8.71,5.36,39.27,2.96,39.27,0.097,M,P207+32    ,4,1,206.19841,31.615673,8985-6104  ,206.19841,31.615673,0.028145,0,1,0,0,0,0,0,1,1,1,,43.722107,44.854584,0,0,0,1,Sloan,Simbad,NED,245,1.000022023
259.24744,32.24568,ILTJ171659.38+321444.4,259.24744,32.24568,https://vo.astron.nl/getproduct/LoTSS-DR2/P259+33    ,22.227,0.102,89.331,0.599,20.53,8.12,0.06,19.63,5.47,125.72,0.68,125.72,0.102,M,P259+33    ,4,1,259.24692,32.245888,7960-9102  ,259.24692,32.245888,0.110959,0,1,0,0,0,0,0,1,1,0,LERG,45.309486,46.457916,0,0,0,1,Sloan,Simbad,NED,35,1.74503062
259.04486,31.79232,ILTJ171610.77+314732.3,259.04486,31.79232,https://vo.astron.nl/getproduct/LoTSS-DR2/P259+33    ,2.995,0.101,32.506,1.222,20.31,13.83,0.4,19.41,12.46,61.76,4.34,61.76,0.101,M,P259+33    ,4,1,259.0443,31.792309,7960-12704 ,259.0443,31.792309,0.023163,0,1,0,0,0,0,0,1,1,0,,43.730946,44.863514,0,0,0,1,Sloan,Simbad,NED,34,1.681340597
124.32033,52.0239,ILTJ081716.88+520126.0,124.32033,52.0239,https://vo.astron.nl/getproduct/LoTSS-DR2/P126+52    ,2.145,0.073,2.968,0.157,7.41,6.73,0.22,4.35,3.04,168.29,13.49,168.29,0.068,S,P126+52    ,3,1,124.32737,52.029915,10493-1902 ,124.32737,52.029915,0.038888,1,1,43.746334,42.833794,0,0,0,0,0,0,,0,0,1,44.839363,5.7355204,0,Sloan,Simbad,NED,11,26.68935121
210.24075,42.85563,ILTJ140057.78+425120.2,210.24075,42.85563,https://vo.astron.nl/getproduct/LoTSS-DR2/P209+42    ,9.352,0.09,22.078,0.532,13.08,7.38,0.06,11.63,4.3,169.33,1.01,169.33,0.09,M,P209+42    ,3,1,210.24095,42.855644,8332-9102  ,210.24095,42.855644,0.032595,0,1,0,0,0,0,0,1,1,1,,44.135685,45.272373,0,0,0,1,Sloan,Simbad,NED,109,0.526367591
209.1623,43.58527,ILTJ135638.95+433506.9,209.1623,43.58527,https://vo.astron.nl/getproduct/LoTSS-DR2/P209+42    ,8.434,0.056,27.691,0.528,14.13,9.64,0.08,12.8,7.55,120.87,1.31,120.87,0.056,M,P209+42    ,4,1,209.16357,43.58564,8332-12704 ,209.16357,43.58564,0.103337,1,1,44.530148,43.61211,0,0,0,0,1,1,,0,0,0,0,0,1,Sloan,Simbad,NED,107,3.597998793
236.21352,43.51401,ILTJ154451.24+433050.4,236.21352,43.51401,https://vo.astron.nl/getproduct/LoTSS-DR2/P237+43    ,2.158,0.081,3.199,0.185,8.02,6.66,0.23,5.31,2.89,78.38,8.35,78.38,0.076,S,P237+43    ,3,1,236.21349,43.514057,9037-6104  ,236.21349,43.514057,0.036949,0,1,0,0,0,0,0,1,1,1,LERG,44.26411,45.402103,0,0,0,1,Sloan,Simbad,NED,291,0.183044339
234.88577,38.1663,ILTJ153932.59+380958.6,234.88577,38.1663,https://vo.astron.nl/getproduct/LoTSS-DR2/P236+38    ,34.035,0.093,127.941,1.663,84.98,9.47,0.05,84.77,7.33,40.03,0.46,40.03,0.093,M,P236+38    ,3,1,234.88333,38.163715,8315-12702 ,234.88333,38.163715,0.065242,0,1,0,0,0,0,0,1,1,1,LERG,45.298325,46.446644,0,0,0,1,Sloan,Simbad,NED,93,11.59503529
184.9325,35.50708,ILTJ121943.80+353025.4,184.9325,35.50708,https://vo.astron.nl/getproduct/LoTSS-DR2/P185+35    ,3.412,0.093,5.328,0.221,7.93,7.09,0.19,5.18,3.78,12,10.2,12,0.087,S,P185+35    ,4,1,184.93262,35.507023,8554-12705 ,184.93262,35.507023,0.03382,1,1,44.04082,43.0967,0,0,0,0,0,1,,0,0,0,0,0,1,Sloan,Simbad,NED,157,0.412804
215.01768,47.12123,ILTJ142004.25+470716.4,215.01768,47.12123,https://vo.astron.nl/getproduct/LoTSS-DR2/P213+47    ,3.184,0.072,10.98,0.844,8.23,7.19,0.16,5.64,3.96,81,7.71,81,0.072,M,P213+47    ,2,1,215.01791,47.12133,8326-6102  ,215.01791,47.12133,0.070482,1,1,44.584473,43.645344,0,0,0,0,0,1,,0,0,1,45.305573,5.7916427,1,Sloan,Simbad,NED,103,0.664712257
211.99066,47.9095,ILTJ140757.76+475434.2,211.99066,47.9095,https://vo.astron.nl/getproduct/LoTSS-DR2/P213+47    ,3.819,0.06,29.061,0.677,46.56,13.93,0.51,46.17,12.57,2.15,3.25,2.15,0.06,M,P213+47    ,3,1,211.99176,47.906403,8325-12704 ,211.99176,47.906403,0.144683,0,1,0,0,0,0,0,1,1,1,LERG,45.214104,46.36159,0,0,0,1,Sloan,Simbad,NED,102,11.46195067
